House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
20,Merlin Rue,Anna,O'Neill,39,None,Single,Female,Air traffic controller,None,Christian
20,Merlin Rue,Kyle,Payne,61,None,Single,Male,Further education lecturer,None,No Religion
20,Merlin Rue,Glen,Khan,48,None,Single,Male,Secondary school teacher,None,Christian
21,Merlin Rue,Marilyn,Wright,71,Head,Married,Female,Retired Television/film/video producer,None,Christian
21,Merlin Rue,Jeremy,Wright,70,Husband,Married,Male,Retired Geophysicist/field seismologist,None,Christian
21,Merlin Rue,Carole,Wright,41,Daughter,Single,Female,"Engineer, mining",None,Christian
21,Merlin Rue,Albert,Wright,41,Son,Widowed,Male,Unemployed,None,No Religion
21,Merlin Rue,Rhys,Clarke,39,Son,Single,Male,"Administrator, arts",None,No Religion
22,Merlin Rue,Hannah,Bailey,43,Head,Single,Female,Accounting technician,None,No Religion
23,Merlin Rue,Tracy,Mason,60,Head,Married,Female,Chief Technology Officer,None,Christian
23,Merlin Rue,Gavin,Mason,65,Husband,Married,Male,Lawyer,None,Christian
23,Merlin Rue,Jemma,Mason,2,Granddaughter,NA,Female,Child,None,NA
24,Merlin Rue,Maureen,Allen,47,Head,Married,Female,Personal assistant,None,No Religion
24,Merlin Rue,Gail,,51,Wife,Married,Female,Call centre manager,None,No Religion
24,Merlin Rue,Arthur,Allen-Gardner,13,Son,NA,Male,Student,None,NA
25,Merlin Rue,Jayne,Cooper,49,Head,Single,Female,Estate agent,None,No Religion
25,Merlin Rue,Stewart,Green,48,Partner,Single,Male,"Designer, jewellery",None,No Religion
25,Merlin Rue,Kieran,Cooper,29,Son,Single,Male,Manufacturing systems engineer,None,No Religion
25,Merlin Rue,Claire,Cooper,21,Daughter,Divorced,Female,Gaffer,None,No Religion
25,Merlin Rue,Mandy,Cooper,17,Daughter,NA,Female,Student,None,No Religion
26,Merlin Rue,Dean,Weston,71,Head,Married,Male,"Retired Designer, multimedia",None,Christian
26,Merlin Rue,Debra,Weston,73,Wife,Married,Female,Retired Graphic designer,Unknown Infection,Christian
26,Merlin Rue,Donald,Weston,4,Grandson,NA,Male,Child,None,NA
27,Merlin Rue,Gary,Smith,41,Head,Single,Male,Claims inspector/assessor,None,No Religion
27,Merlin Rue,Lee,Smith,7,Son,NA,Male,Student,None,NA
27,Merlin Rue,Maurice,Smith,3,Son,NA,Male,Child,None,NA
28,Merlin Rue,Fiona,Hunt,54,Head,Single,Female,Translator,None,Christian
28,Merlin Rue,Naomi,Hunt,25,Daughter,Single,Female,"Psychologist, forensic",None,Christian
28,Merlin Rue,Jane,Hunt,23,Daughter,Single,Female,"Development worker, community",None,Christian
29,Merlin Rue,Hollie,Steele,75,Head,Single,Female,"Retired Therapist, occupational",None,Christian
29,Merlin Rue,Luke,Steele,41,Son,Divorced,Male,IT consultant,None,Christian
29,Merlin Rue,Jodie,Steele,39,Daughter,Divorced,Female,"Pharmacist, community",None,No Religion
29,Merlin Rue,Marian,Steele,38,Daughter,Single,Female,Unemployed,None,Christian
30,Merlin Rue,Justin,Jenkins,39,Head,Married,Male,"Research officer, trade union",None,No Religion
30,Merlin Rue,Barbara,Jenkins,37,Wife,Married,Female,Aeronautical engineer,None,No Religion
30,Merlin Rue,Rebecca,Lewis,48,Cousin,Single,Female,"Merchandiser, retail",None,No Religion
30,Merlin Rue,Ben,Allen,45,Cousin,Single,Male,Editorial assistant,None,No Religion
31,Merlin Rue,Marion,Lane,29,Head,Single,Female,Unemployed,None,No Religion
31,Merlin Rue,Cameron,Lane,2,Son,NA,Male,Child,None,NA
31,Merlin Rue,Darren,Richards,47,Lodger,Single,Male,Unemployed,None,Christian
31,Merlin Rue,Dorothy,Hussain,20,Cousin,Divorced,Female,University Student,None,Christian
32,Merlin Rue,Rosemary,Knight,64,Head,Married,Female,Health and safety adviser,None,No Religion
32,Merlin Rue,Keith,Knight,66,Husband,Married,Male,Advice worker,None,No Religion
33,Merlin Rue,Ricky,Morgan,42,Head,Divorced,Male,Counsellor,None,No Religion
33,Merlin Rue,Louise,Morgan,15,Daughter,NA,Female,Student,None,NA
33,Merlin Rue,Elizabeth,Morgan,12,Daughter,NA,Female,Student,None,NA
34,Merlin Rue,Vincent,George,63,Head,Single,Male,Maintenance engineer,None,Christian
34,Merlin Rue,Dominic,Simpson,18,None,Single,Male,Student,None,
34,Merlin Rue,Ryan,Green,21,None,Single,Male,Museum/gallery curator,None,No Religion
34,Merlin Rue,Kyle,Marshall,58,None,Single,Male,Civil Service fast streamer,None,No Religion
34,Merlin Rue,Ben,Matthews,62,None,Single,Male,Air traffic controller,None,Christian
35,Merlin Rue,Amy,Cox,31,Head,Married,Female,Wellsite geologist,None,Christian
35,Merlin Rue,Stanley,Cox,34,Husband,Married,Male,Estate agent,None,No Religion
35,Merlin Rue,Nicholas,Cox,5,Adopted Son,NA,Male,Student,None,Christian
35,Merlin Rue,Louise,Cox,2,Daughter,NA,Female,Child,None,Christian
35,Merlin Rue,Nigel,Cox,2,Son,NA,Male,Child,None,No Religion
36,Merlin Rue,Abigail,Hobbs,58,Head,Divorced,Female,Exhibition designer,None,Sikh
37,Merlin Rue,Mandy,Bishop,46,Head,Married,Female,Trade union research officer,None,Christian
37,Merlin Rue,Karl,Bishop,47,Husband,Married,Male,Computer games developer,None,Christian
37,Merlin Rue,Joanne,Bishop,15,Daughter,NA,Female,Student,None,Christian
38,Merlin Rue,Anna,King,52,Head,Single,Female,Pathologist,None,Christian
38,Merlin Rue,George,Mason,55,Partner,Single,Male,Medical laboratory scientific officer,None,No Religion
38,Merlin Rue,Iain,King,27,Son,Single,Male,Materials engineer,None,Christian
38,Merlin Rue,Margaret,King,24,Daughter,Widowed,Female,Waste management officer,None,Christian
38,Merlin Rue,Joan,King,8,Daughter,NA,Female,Student,None,Christian
1,Friary Drive,Keith,Wright,36,Head,Single,Male,Financial risk analyst,None,No Religion
1,Friary Drive,Rosemary,Wright,4,Daughter,NA,Female,Child,None,NA
2,Friary Drive,Christopher,Ward,26,Head,Married,Male,Learning disability nurse,None,Muslim
2,Friary Drive,Lydia,Ward,29,Wife,Married,Female,Politician's assistant,None,Muslim
3,Friary Drive,Megan,Robson,50,Head,Married,Female,Unemployed,None,No Religion
3,Friary Drive,Charlie,Robson,56,Husband,Married,Male,Conference centre manager,None,No Religion
3,Friary Drive,Ross,Robson,17,Son,NA,Male,Student,None,No Religion
4,Friary Drive,Charlotte,White,41,Head,Married,Female,Research scientist (life sciences),None,No Religion
4,Friary Drive,Danny,White,47,Husband,Married,Male,"Accountant, chartered certified",None,No Religion
5,Friary Drive,Melissa,Hargreaves,53,Head,Married,Female,"Programmer, multimedia",None,Christian
5,Friary Drive,Phillip,Hargreaves,56,Husband,Married,Male,Food technologist,None,Christian
5,Friary Drive,Janice,Hargreaves,17,Daughter,NA,Female,Student,None,NA
5,Friary Drive,Dean,Hargreaves,11,Son,NA,Male,Student,None,NA
5,Friary Drive,Gordon,Hargreaves,10,Son,NA,Male,Student,None,NA
6,Friary Drive,Georgina,Ingram,72,Head,Married,Female,Retired Education administrator,None,Christian
6,Friary Drive,Trevor,Ingram,74,Husband,Married,Male,"Retired Engineer, structural",None,No Religion
7,Friary Drive,Joan,Hunt,25,Head,Married,Female,"Education officer, community",None,No Religion
7,Friary Drive,Nigel,Hunt,32,Husband,Married,Male,Unemployed,None,No Religion
7,Friary Drive,Natasha,Hunt,0,Daughter,NA,Female,Child,None,No Religion
7,Friary Drive,Elizabeth,Waters,38,Lodger,Divorced,Female,Research scientist (physical sciences),None,Christian
7,Friary Drive,Joanna,Thomas,54,Lodger,Divorced,Female,Social worker,None,No Religion
8,Friary Drive,Thomas,Faulkner,41,Head,Married,Male,Leisure centre manager,None,No Religion
8,Friary Drive,Carol,Faulkner,38,Wife,Married,Female,Transport planner,None,No Religion
8,Friary Drive,Oliver,Taylor,22,Sibling,Single,Male,University Student,None,No Religion
9,Friary Drive,Phillip,Green,60,Head,Single,Male,"Engineer, broadcasting (operations)",None,Christian
9,Friary Drive,Jennifer,Nicholls,59,Partner,Single,Female,Tour manager,None,No Religion
10,Friary Drive,Joanna,Heath,96,Head,Widowed,Female,Retired Leisure centre manager,None,Christian
11,Friary Drive,Francesca,Watson,26,Head,Single,Female,Unemployed,None,Christian
11,Friary Drive,Lee,Armstrong,28,Partner,Single,Male,Community education officer,None,Christian
11,Friary Drive,Joanna,Watson,3,Daughter,NA,Female,Child,None,Christian
11,Friary Drive,Susan,Watson,3,Daughter,NA,Female,Child,None,No Religion
12,Friary Drive,Charles,Hammond,48,Head,Single,Male,"Psychologist, forensic",None,Christian
12,Friary Drive,Annette,Edwards,44,Partner,Single,Female,Seismic interpreter,None,No Religion
12,Friary Drive,Sylvia,Shah,24,Daughter,Single,Female,Insurance broker,None,Christian
12,Friary Drive,Sian,Shah,21,Daughter,Divorced,Female,University Student,None,No Religion
12,Friary Drive,Janet,Shah,14,Daughter,NA,Female,Student,None,No Religion
13,Friary Drive,Samuel,Hunter,79,Head,Married,Male,Retired Clothing/textile technologist,None,No Religion
13,Friary Drive,Stephanie,Hunter,78,Wife,Married,Female,Retired Management consultant,None,No Religion
14,Friary Drive,Christine,Robertson,41,Head,Single,Female,Press photographer,None,Christian
14,Friary Drive,Jill,Robertson,14,Daughter,NA,Female,Student,None,NA
14,Friary Drive,Clifford,Robertson,10,Son,NA,Male,Student,None,NA
14,Friary Drive,Damian,Robertson,7,Son,NA,Male,Student,None,NA
15,Friary Drive,Lydia,Wilkinson,21,Head,Single,Female,University Student,None,
15,Friary Drive,Pauline,Cook,18,None,Single,Female,University Student,None,Christian
15,Friary Drive,Abdul,Griffiths,22,None,Single,Male,University Student,None,No Religion
16,Friary Drive,Gillian,Fisher,52,Head,Single,Female,Fashion designer,None,Christian
16,Friary Drive,Richard,Saunders,21,None,Single,Male,University Student,None,Christian
17,Friary Drive,Karl,Wilson,70,Head,Married,Male,Retired Office manager,None,Christian
17,Friary Drive,Josephine,Wilson,63,Wife,Married,Female,Management consultant,None,Christian
18,Friary Drive,Katherine,Wright,43,Head,Married,Female,Proofreader,None,Christian
18,Friary Drive,Reece,Wright,46,Husband,Married,Male,Economist,None,No Religion
18,Friary Drive,Beth,Wright,7,Daughter,NA,Female,Student,None,Christian
18,Friary Drive,Allan,Wright,0,Son,NA,Male,Child,None,Christian
19,Friary Drive,Hazel,Roberts,19,Head,Married,Female,University Student,None,No Religion
19,Friary Drive,Marcus,Roberts,20,Husband,Married,Male,University Student,None,No Religion
20,Friary Drive,Julia,Jennings,39,Head,Single,Female,Theme park manager,None,Christian
20,Friary Drive,Terence,Lee,47,None,Single,Male,"Engineer, water",None,No Religion
20,Friary Drive,Denis,Robson,25,None,Single,Male,Estate manager/land agent,Physical Disability,Christian
21,Friary Drive,Kerry,Ward,38,Head,Divorced,Female,Agricultural consultant,None,Christian
21,Friary Drive,Alexander,Ward,4,Son,NA,Male,Child,None,NA
21,Friary Drive,Anne,Ward,4,Daughter,NA,Female,Child,None,NA
22,Friary Drive,Brenda,Cooper,96,Head,Married,Female,"Retired Engineer, automotive",None,Christian
22,Friary Drive,Neil,Cooper,94,Husband,Married,Male,Retired Neurosurgeon,None,No Religion
23,Friary Drive,Kerry,Perry,39,Head,Married,Female,Product manager,None,No Religion
23,Friary Drive,Shane,Perry,38,Husband,Married,Male,"Librarian, public",None,No Religion
23,Friary Drive,Alexander,Perry,10,Son,NA,Male,Student,None,No Religion
23,Friary Drive,Gavin,Evans,8,Son,NA,Male,Student,None,No Religion
23,Friary Drive,Tom,Evans,4,Son,NA,Male,Child,None,No Religion
24,Friary Drive,Lucy,Hall,29,Head,Married,Female,Accounting technician,None,Christian
24,Friary Drive,Harry,Hall,33,Husband,Married,Male,"Engineer, petroleum",None,No Religion
25,Friary Drive,Beth,Singh,34,Head,Married,Female,Osteopath,None,No Religion
25,Friary Drive,Tom,Singh,36,Husband,Married,Male,Orthoptist,None,No Religion
25,Friary Drive,Jayne,Singh,8,Daughter,NA,Female,Student,None,No Religion
26,Friary Drive,Harriet,Russell,38,Head,Divorced,Female,Investment analyst,None,No Religion
26,Friary Drive,Jake,Peters,45,Lodger,Single,Male,"Engineer, mining",None,Christian
27,Friary Drive,Alice,Robinson,43,Head,Married,Female,Advertising account executive,None,No Religion
27,Friary Drive,Stewart,Robinson,43,Husband,Married,Male,Copy,None,No Religion
27,Friary Drive,Pamela,Robinson,2,Daughter,NA,Female,Child,None,No Religion
28,Friary Drive,Alexandra,Brown,41,Head,Single,Female,"Engineer, manufacturing",None,Christian
28,Friary Drive,Bethany,Brown,12,Daughter,NA,Female,Student,None,NA
28,Friary Drive,Terry,Brown,8,Son,NA,Male,Student,None,NA
29,Friary Drive,Donald,Holmes,24,Head,Single,Male,Warden/ranger,None,Christian
30,Friary Drive,Clare,Taylor,65,Head,Married,Female,Insurance risk surveyor,None,No Religion
30,Friary Drive,Derek,Taylor,69,Husband,Married,Male,Retired Animal technologist,None,No Religion
30,Friary Drive,Russell,Taylor,40,Son,Single,Male,Legal executive,None,No Religion
30,Friary Drive,Marilyn,Lee-Taylor,39,Daughter,Single,Female,"Therapist, horticultural",None,No Religion
30,Friary Drive,Danielle,Lee-Taylor,35,Daughter,Single,Female,"Engineer, aeronautical",None,No Religion
31,Friary Drive,Jean,Walsh,54,Head,Single,Female,Nature conservation officer,None,No Religion
31,Friary Drive,Georgia,Walsh,31,Daughter,Single,Female,Fast food restaurant manager,None,No Religion
32,Friary Drive,Elaine,Freeman,40,Head,Single,Female,Learning mentor,None,Christian
32,Friary Drive,Liam,Perry,47,Partner,Single,Male,Chiropractor,None,
32,Friary Drive,Eileen,Freeman,17,Daughter,NA,Female,Student,None,Christian
33,Friary Drive,Howard,Hanson,60,Head,Married,Male,Land,None,No Religion
33,Friary Drive,Debra,Hanson,60,Wife,Married,Female,Unemployed,None,No Religion
34,Friary Drive,Timothy,Phillips,41,Head,Single,Male,Unemployed,None,Christian
34,Friary Drive,Jacob,Phillips,15,Son,NA,Male,Student,None,NA
34,Friary Drive,Julia,Phillips,14,Daughter,NA,Female,Student,None,NA
34,Friary Drive,Jamie,Phillips,12,Son,NA,Male,Student,None,NA
34,Friary Drive,Hilary,Phillips,9,Daughter,NA,Female,Student,None,NA
35,Friary Drive,Julie,Todd,34,Head,Divorced,Female,Local government officer,None,No Religion
35,Friary Drive,Denise,Todd,0,Daughter,NA,Female,Child,None,NA
35,Friary Drive,Hugh,Jones,21,Cousin,Single,Male,University Student,None,Christian
36,Friary Drive,Christine,Green,20,Head,Single,Female,University Student,None,Christian
36,Friary Drive,Russell,Morley,21,Partner,Single,Male,University Student,None,No Religion
36,Friary Drive,Melanie,Ward,60,Lodger,Divorced,Female,Occupational psychologist,None,No Religion
37,Friary Drive,Harriet,Akhtar,54,Head,Single,Female,Unemployed,None,Christian
37,Friary Drive,Jodie,Akhtar,20,Daughter,Single,Female,University Student,None,Christian
37,Friary Drive,Dennis,Akhtar,16,Son,NA,Male,Student,None,NA
37,Friary Drive,Julia,Akhtar,16,Daughter,NA,Female,Student,None,NA
37,Friary Drive,Brenda,Akhtar,12,Daughter,NA,Female,Student,None,NA
38,Friary Drive,Natasha,Baxter,56,Head,Single,Female,Dramatherapist,None,Christian
39,Friary Drive,June,Taylor,71,Head,Married,Female,Retired Music therapist,None,No Religion
39,Friary Drive,Geoffrey,Taylor,74,Husband,Married,Male,Retired Sales promotion account executive,None,No Religion
39,Friary Drive,Maureen,Taylor,32,Daughter,Single,Female,"Editor, film/video",None,No Religion
39,Friary Drive,Donald,Taylor,32,Son,Single,Male,"Copywriter, advertising",None,No Religion
40,Friary Drive,Duncan,Robson,54,Head,Divorced,Male,"Psychotherapist, dance movement",None,Christian
40,Friary Drive,Julia,Robson,14,Granddaughter,NA,Female,Student,None,NA
41,Friary Drive,Lucy,Taylor,41,Head,Divorced,Female,Academic librarian,None,Christian
41,Friary Drive,Maurice,Taylor,44,Cousin,Single,Male,"Engineer, drilling",None,Christian
42,Friary Drive,Fiona,Butler,46,Head,Married,Female,"Librarian, public",None,Christian
42,Friary Drive,Victor,Butler,49,Husband,Married,Male,Visual merchandiser,None,Christian
42,Friary Drive,Sam,Butler,16,Son,NA,Male,Student,None,Christian
43,Friary Drive,Wendy,Duffy,48,Head,Married,Female,Microbiologist,None,Christian
43,Friary Drive,Jack,Duffy,50,Husband,Married,Male,Management consultant,None,Christian
44,Friary Drive,Laura,Bell,43,Head,Married,Female,Historic buildings inspector/conservation officer,None,No Religion
44,Friary Drive,Sean,Bell,45,Husband,Married,Male,Civil Service administrator,None,No Religion
44,Friary Drive,Olivia,Bell,17,Daughter,NA,Female,Student,None,NA
44,Friary Drive,Cameron,Bell,17,Son,NA,Male,Student,None,NA
45,Friary Drive,Caroline,Wells,79,Head,Married,Female,Retired Recruitment consultant,None,Christian
45,Friary Drive,Martin,Wells,84,Husband,Married,Male,Retired Agricultural consultant,None,Christian
1,February Brooks,Eileen,Clarke,31,Head,Single,Female,Paediatric nurse,None,No Religion
2,February Brooks,Geraldine,Ahmed,74,Head,Widowed,Female,Retired Armed forces operational officer,None,Christian
3,February Brooks,Iain,Pearce,44,Head,Divorced,Male,"Geneticist, molecular",None,No Religion
4,February Brooks,Danny,Jones,39,Head,Single,Male,Customer service manager,None,Christian
4,February Brooks,Pamela,Bailey,41,Partner,Single,Female,Purchasing manager,None,No Religion
5,February Brooks,Rebecca,Young,83,Head,Single,Female,Retired Oncologist,None,Christian
6,February Brooks,Leigh,Cox,47,Head,Single,Male,Visual merchandiser,None,Christian
6,February Brooks,Joanne,Wright,47,Partner,Single,Female,Osteopath,None,Christian
7,February Brooks,Diane,Thomson,64,Head,Divorced,Female,"Programmer, systems",None,Christian
8,February Brooks,Donald,Ball,68,Head,Widowed,Male,"Retired Exhibitions officer, museum/gallery",None,Christian
9,February Brooks,Kenneth,Noble,57,Head,Single,Male,Government social research officer,None,No Religion
10,February Brooks,Leanne,Clark,36,Head,Divorced,Female,Unemployed,None,No Religion
10,February Brooks,Frederick,Clark,7,Son,NA,Male,Student,None,NA
11,February Brooks,Marc,Riley,72,Head,Widowed,Male,Retired Archaeologist,None,Christian
12,February Brooks,Ruth,Frost,43,Head,Widowed,Female,Unemployed,None,Christian
13,February Brooks,Sian,Marshall,73,Head,Divorced,Female,Retired Higher education careers adviser,None,Christian
14,February Brooks,Sheila,Hughes,22,Head,Married,Female,University Student,None,Hindu
14,February Brooks,Garry,Hughes,19,Husband,Married,Male,University Student,None,Hindu
15,February Brooks,Jane,Chan,39,Head,Married,Female,Film/video editor,None,Christian
15,February Brooks,Richard,Chan,44,Husband,Married,Male,Communications engineer,None,Christian
16,February Brooks,Richard,Henderson,39,Head,Single,Male,"Engineer, agricultural",None,No Religion
16,February Brooks,Jack,Turner,30,None,Single,Male,"Scientist, audiological",None,Christian
1,Moore Road,Kate,Brady,49,Head,Divorced,Female,Unemployed,None,Christian
1,Moore Road,Guy,Brady,7,Son,NA,Male,Student,None,NA
2,Moore Road,Elaine,Johnson,79,Head,Married,Female,"Retired Accountant, chartered",None,Christian
2,Moore Road,Brandon,Johnson,79,Husband,Married,Male,Retired Pharmacologist,None,No Religion
3,Moore Road,Hilary,Harding,47,Head,Single,Female,Unemployed,None,Christian
3,Moore Road,Luke,Hussain,9,Son,NA,Male,Student,None,NA
4,Moore Road,Megan,Mellor,35,Head,Divorced,Female,"Copywriter, advertising",None,Christian
4,Moore Road,Gerald,Mellor,2,Son,NA,Male,Child,None,NA
5,Moore Road,Barbara,Ford,34,Head,Married,Female,Ship broker,None,Christian
5,Moore Road,Jemma,Ford,37,Wife,Married,Female,"Scientist, research (maths)",None,No Religion
5,Moore Road,Eric,Ford,5,Son,NA,Male,Student,None,No Religion
6,Moore Road,Stuart,Foster,25,Head,Single,Male,Tourist information centre manager,None,Christian
7,Moore Road,Samuel,Lloyd,45,Head,Single,Male,Fitness centre manager,None,No Religion
8,Moore Road,Grace,Taylor,47,Head,Married,Female,Dancer,None,No Religion
8,Moore Road,Howard,Taylor,54,Husband,Married,Male,Retail manager,None,No Religion
9,Moore Road,Mohammad,Harris,27,Head,Married,Male,"Journalist, broadcasting",None,No Religion
9,Moore Road,Patricia,Harris,25,Wife,Married,Female,Health and safety inspector,None,No Religion
10,Moore Road,Josh,Johnson,80,Head,Married,Male,Retired Radiation protection practitioner,None,Christian
10,Moore Road,Ann,Johnson,73,Wife,Married,Female,Retired Printmaker,None,Christian
11,Moore Road,Sam,Hunt,71,Head,Married,Male,Retired Air cabin crew,None,No Religion
11,Moore Road,Olivia,Hunt,68,Wife,Married,Female,"Retired Surveyor, hydrographic",None,No Religion
12,Moore Road,Bethan,Short,48,Head,Single,Female,Broadcast presenter,None,No Religion
12,Moore Road,Sally,George,9,Step-Daughter,NA,Female,Student,None,NA
13,Moore Road,Marilyn,Ali,57,Head,Single,Female,"Designer, graphic",None,Christian
13,Moore Road,Samuel,Cook,58,Partner,Single,Male,Research scientist (maths),None,Christian
13,Moore Road,Scott,Ali,27,Son,Divorced,Male,Mudlogger,None,No Religion
13,Moore Road,Michael,Ali,3,Son,NA,Male,Child,None,No Religion
14,Moore Road,Georgia,Newton,30,Head,Married,Female,"Journalist, newspaper",None,Christian
14,Moore Road,Stuart,Newton,32,Husband,Married,Male,Metallurgist,None,Christian
14,Moore Road,Jacob,Newton,14,Son,NA,Male,Student,None,No Religion
15,Moore Road,Samantha,Hayes,32,Head,Single,Female,Optometrist,Mental Disability,No Religion
15,Moore Road,Marian,Sutton,46,None,Single,Female,Radio broadcast assistant,None,Christian
16,Moore Road,Suzanne,Phillips,28,Head,Single,Female,Artist,None,Hindu
16,Moore Road,Howard,Phillips,3,Son,NA,Male,Child,None,NA
16,Moore Road,Kevin,Phillips,0,Son,NA,Male,Child,None,NA
16,Moore Road,Jason,Phillips,0,Son,NA,Male,Child,Disabled,NA
16,Moore Road,Natasha,Phillips,0,Daughter,NA,Female,Child,None,NA
16,Moore Road,Ellie,Parker,40,Lodger,Single,Female,"Programme researcher, broadcasting/film/video",None,Christian
17,Moore Road,Shane,Murphy,50,Head,Single,Male,Operational investment banker,None,No Religion
17,Moore Road,Teresa,Cross,42,Partner,Single,Female,Copy,None,No Religion
18,Moore Road,Amber,Freeman,42,Head,Married,Female,Insurance broker,None,Christian
18,Moore Road,Jason,Freeman,43,Husband,Married,Male,Quarry manager,None,No Religion
18,Moore Road,Joshua,Freeman,11,Son,NA,Male,Student,None,Christian
18,Moore Road,Sean,Freeman,9,Son,NA,Male,Student,None,No Religion
18,Moore Road,Janet,Freeman,6,Daughter,NA,Female,Student,None,Christian
19,Moore Road,Clare,Ward,43,Head,Single,Female,"Accountant, chartered management",None,Christian
19,Moore Road,George,Ryan,44,Partner,Single,Male,Radio broadcast assistant,None,Christian
20,Moore Road,Jill,Wells,35,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,Christian
20,Moore Road,Mathew,Foster,37,Partner,Single,Male,Scientific laboratory technician,None,Christian
21,Moore Road,Alexander,Davis,63,Head,Married,Male,Geophysical data processor,None,Christian
21,Moore Road,Paula,Davis,59,Wife,Married,Female,Unemployed,None,Christian
22,Moore Road,Garry,Smith,43,Head,Married,Male,Unemployed,None,Christian
22,Moore Road,Mandy,Smith,42,Wife,Married,Female,"Pharmacist, community",None,Christian
23,Moore Road,Angela,Knight,61,Head,Single,Female,Prison officer,None,Christian
24,Moore Road,Christian,Powell,48,Head,Married,Male,Video editor,None,Christian
24,Moore Road,Fiona,Powell,45,Wife,Married,Female,"Designer, multimedia",None,Christian
24,Moore Road,Bryan,Powell,17,Son,NA,Male,Student,None,No Religion
25,Moore Road,Heather,Wilkinson,37,Head,Married,Female,Electrical engineer,None,Muslim
25,Moore Road,Leon,Wilkinson,41,Husband,Married,Male,Futures trader,None,Muslim
25,Moore Road,Reece,Wilkinson,14,Son,NA,Male,Student,None,Muslim
25,Moore Road,Barbara,Wilkinson,12,Daughter,NA,Female,Student,Disabled,No Religion
26,Moore Road,Charlie,Scott,35,Head,Single,Male,Dietitian,None,No Religion
27,Moore Road,Karen,Duncan,35,Head,Single,Female,Diplomatic Services operational officer,None,Christian
27,Moore Road,Bernard,Johnson,37,Partner,Single,Male,Location manager,None,No Religion
28,Moore Road,Gareth,Hunt,40,Head,Divorced,Male,Advertising copywriter,None,No Religion
28,Moore Road,Jayne,Harper,5,Step-Daughter,NA,Female,Student,None,NA
28,Moore Road,Henry,Ahmed,4,Step-Son,NA,Male,Child,None,NA
29,Moore Road,Michelle,Ellis,44,Head,Single,Female,Prison officer,None,No Religion
29,Moore Road,Howard,Morley,45,Partner,Single,Male,Unemployed,None,No Religion
30,Moore Road,Kelly,Watkins,72,Head,Widowed,Female,Retired Radio producer,None,Christian
30,Moore Road,Edward,Watkins,46,Son,Divorced,Male,Physiotherapist,None,Christian
31,Moore Road,Nigel,Martin,55,Head,Married,Male,Insurance broker,None,Christian
31,Moore Road,Teresa,Martin,53,Wife,Married,Female,Diplomatic Services operational officer,None,Christian
32,Moore Road,Kevin,Morgan,21,Head,Single,Male,University Student,None,No Religion
32,Moore Road,Kimberley,Clark,18,None,Single,Female,University Student,None,Christian
32,Moore Road,Elizabeth,Pearce,20,None,Single,Female,University Student,None,Christian
32,Moore Road,Christian,Howells,27,None,Single,Male,PhD Student,None,No Religion
32,Moore Road,Jean,Murray,21,None,Single,Female,University Student,None,No Religion
33,Moore Road,Molly,Roberts,40,Head,Married,Female,Probation officer,None,No Religion
33,Moore Road,Henry,Roberts,36,Husband,Married,Male,Armed forces technical officer,None,No Religion
33,Moore Road,Frank,Roberts,8,Son,NA,Male,Student,None,No Religion
34,Moore Road,Rhys,Matthews,18,Head,Single,Male,Student,None,
34,Moore Road,Jenna,Robinson,19,Partner,Single,Female,University Student,None,No Religion
35,Moore Road,Shannon,Pope,73,Head,Married,Female,Retired Travel agency manager,None,Christian
35,Moore Road,Bruce,Pope,72,Husband,Married,Male,Retired Research scientist (life sciences),None,No Religion
36,Moore Road,Maurice,Burgess,19,Head,Single,Male,University Student,None,Christian
37,Moore Road,Heather,Perry,24,Head,Married,Female,Electronics engineer,None,No Religion
37,Moore Road,Matthew,Perry,31,Husband,Married,Male,Therapeutic radiographer,None,No Religion
38,Moore Road,Beth,Hall,42,Head,Divorced,Female,Unemployed,None,No Religion
38,Moore Road,Conor,Hall,11,Son,NA,Male,Student,None,NA
39,Moore Road,Marian,Carter,41,Head,Single,Female,"Administrator, education",None,Christian
39,Moore Road,Derek,Campbell,41,Partner,Single,Male,Research scientist (physical sciences),None,Christian
39,Moore Road,Leslie,Carter,24,Son,Single,Male,Chartered public finance accountant,None,No Religion
39,Moore Road,Elliott,Carter,21,Son,Single,Male,University Student,None,Christian
39,Moore Road,Carl,Carter,16,Son,NA,Male,Student,None,Christian
39,Moore Road,Ricky,Carter,16,Son,NA,Male,Student,None,Christian
40,Moore Road,Donald,Sinclair,25,Head,Married,Male,Investment analyst,None,Christian
40,Moore Road,Ashleigh,Sinclair,21,Wife,Married,Female,University Student,None,Christian
41,Moore Road,James,Taylor,40,Head,Widowed,Male,Personal assistant,None,Christian
41,Moore Road,Bruce,Taylor,17,Son,NA,Male,Student,None,NA
42,Moore Road,Jade,Graham,50,Head,Single,Female,Pension scheme manager,None,Christian
43,Moore Road,Gareth,Young,48,Head,Married,Male,Mudlogger,None,Christian
43,Moore Road,Lauren,Young,46,Wife,Married,Female,Jewellery designer,None,No Religion
44,Moore Road,Bernard,Roberts,89,Head,Widowed,Male,Retired Insurance broker,None,Christian
45,Moore Road,Sarah,Brown,46,Head,Married,Female,Waste management officer,Bruised Leg,No Religion
45,Moore Road,Duncan,Brown,49,Husband,Married,Male,Secretary/administrator,None,No Religion
